title,budget,vote_count,revenue
Delta Farce,12.0,42.0,0.0
Shrek the Third,160000000.0,2355.0,798958165.0
Once,160000.0,457.0,20710513.0
Pirates of the Caribbean: At World's End,300000000.0,4627.0,961000000.0
Bug,4000000.0,167.0,8059140.0
Mr. Brooks,20000000.0,543.0,41637263.0
Gracie,9000000.0,17.0,2955039.0
The Man from Planet X,50000.0,15.0,0.0
88 Minutes,30000000.0,323.0,16930884.0
Ocean's Thirteen,85000000.0,2040.0,311312624.0
Ten Canoes,2000000.0,21.0,300000.0
Alone With Her,1000000.0,20.0,10018.0
Hostel: Part II,10200000.0,464.0,35619521.0
Surf's Up,85000000.0,616.0,149044513.0
Fantastic 4: Rise of the Silver Surfer,130000000.0,2648.0,289047763.0
Fido,8000000.0,137.0,426224.0
Death Proof,25000000.0,1359.0,25037897.0
Robot Monster,16000.0,17.0,1000000.0
Rescue Dawn,10000000.0,339.0,7177143.0
The TV Set,2000000.0,19.0,265198.0
Four Minutes,1400000.0,31.0,0.0
In Search of a Midnight Kiss,25000.0,29.0,0.0
Alice in Wonderland,14000000.0,15.0,0.0
Exiled,4500000.0,46.0,0.0
Swoon,250000.0,8.0,340147.0
Goal! II: Living the Dream,230400.0,147.0,0.0
Sicko,9000000.0,241.0,24538513.0
Popular Music,2224000.0,17.0,28000000.0
A Mighty Heart,16000000.0,97.0,18928871.0
1408,25000000.0,1372.0,94679598.0
Death at a Funeral,9000000.0,508.0,46.0
Live Free or Die Hard,110000000.0,2122.0,383531464.0
License to Wed,35000000.0,258.0,69307224.0
Evan Almighty,175000000.0,1194.0,173000000.0
Transformers,150000000.0,4113.0,709709780.0
Captivity,17000000.0,134.0,2626800.0
Harry Potter and the Order of the Phoenix,150000000.0,5633.0,938212738.0
I Now Pronounce You Chuck & Larry,85000000.0,640.0,186072214.0
Arn: The Knight Templar,25000000.0,78.0,0.0
Broken English,2000000.0,20.0,0.0
A Dog's Breakfast,120000.0,24.0,0.0
Come Early Morning,6000000.0,10.0,0.0
Stardust,70000000.0,1215.0,135560026.0
The Simpsons Movie,75000000.0,2335.0,527068851.0
I Know Who Killed Me,12000000.0,81.0,9620399.0
No Reservations,28000000.0,336.0,92601050.0
Charlie Bartlett,12000000.0,228.0,0.0
The Bourne Ultimatum,70000000.0,2938.0,442824138.0
You Kill Me,4000000.0,82.0,2426851.0
Superbad,20000000.0,2152.0,121463226.0
Abraham,10000000.0,1.0,0.0
Rush Hour 3,140000000.0,801.0,258022233.0
The Last Legion,67000000.0,210.0,25303038.0
Sydney White,16500000.0,242.0,13620075.0
The Kingdom,70000000.0,517.0,86658558.0
Wind Chill,6000000.0,98.0,0.0
Daddy Day Camp,6000000.0,94.0,18197398.0
The Invasion,80000000.0,366.0,15071514.0
War,25000000.0,422.0,40452643.0
The Nanny Diaries,20000000.0,335.0,47738099.0
September Dawn,11000000.0,16.0,0.0
Halloween,15000000.0,510.0,80253908.0
Death Sentence,20000000.0,303.0,16974459.0
Bordertown,21000000.0,65.0,0.0
The Good Night,15000000.0,41.0,20380.0
3:10 to Yuma,55000000.0,1210.0,70016220.0
Shoot 'Em Up,39000000.0,589.0,26820641.0
Atonement,30000000.0,1075.0,129266061.0
"4 Months, 3 Weeks and 2 Days",852510.0,158.0,1185783.0
No End in Sight,2000000.0,23.0,1431623.0
Mercenary for Justice,15000000.0,27.0,0.0
The Brave One,70000000.0,258.0,69766619.0
In the Valley of Elah,23000000.0,265.0,29541790.0
Rang De Basanti,2200000.0,98.0,11502151.0
I Could Never Be Your Woman,24000000.0,94.0,9576495.0
December Boys,4000000.0,79.0,46474.0
Eastern Promises,51500000.0,867.0,55112356.0
Bubble,1600000.0,36.0,0.0
Brooklyn Rules,8000000.0,19.0,458232.0
In the Shadow of the Moon,2000000.0,31.0,0.0
The Death and Life of Bobby Z,22000000.0,104.0,413454.0
Resident Evil: Extinction,45000000.0,1308.0,148412065.0
Mr. Woodcock,22000000.0,142.0,0.0
Good Luck Chuck,25000000.0,454.0,59192128.0
Into the Wild,15000000.0,3139.0,56255142.0
The Game Plan,22000000.0,434.0,147880543.0
"Lust, Caution",15000000.0,177.0,0.0
The Heartbreak Kid,60000000.0,414.0,127766650.0
Dan in Real Life,25000000.0,363.0,68377859.0
The Darjeeling Limited,16000000.0,876.0,24377151.0
We Own the Night,21000000.0,327.0,54926886.0
Elizabeth: The Golden Age,55000000.0,310.0,74237563.0
Michael Clayton,25000000.0,508.0,92991835.0
Lars and the Real Girl,12000000.0,517.0,11293663.0
30 Days of Night,30000000.0,784.0,75505973.0
Rendition,27500000.0,207.0,24748670.0
Things We Lost in the Fire,16000000.0,90.0,2849142.0
Gone Baby Gone,19000000.0,1034.0,34619699.0
The Comebacks,15000000.0,45.0,0.0
The Assassination of Jesse James by the Coward Robert Ford,30000000.0,792.0,14711793.0
10th & Wolf,8000000.0,26.0,143451.0
Persepolis,7300000.0,461.0,0.0
Silk,20000000.0,56.0,0.0
The Edge of Heaven,3800000.0,68.0,17804565.0
Why Did I Get Married?,15000000.0,33.0,55184721.0
Saw IV,10000000.0,938.0,139352633.0
Scum,420000.0,52.0,0.0
The City of Violence,2700000.0,38.0,0.0
Elite Squad,4000000.0,519.0,0.0
Decoys,5000000.0,34.0,0.0
American Gangster,100000000.0,1527.0,266465037.0
Bee Movie,150000000.0,1208.0,287594577.0
Citizen Dog,1700000.0,12.0,0.0
Before the Devil Knows You're Dead,18000000.0,359.0,25005257.0
The Diving Bell and the Butterfly,14000000.0,290.0,19777647.0
No Country for Old Men,25000000.0,3083.0,171600000.0
Itty Bitty Titty Committee,1000000.0,12.0,18479.0
August Rush,25000000.0,821.0,66122026.0
No Mercy for the Rude,3.0,18.0,4.0
Lions for Lambs,35000000.0,223.0,63215872.0
Fred Claus,100000000.0,211.0,97838349.0
Beowulf,70000000.0,855.0,195735876.0
Love in the Time of Cholera,45000000.0,84.0,4607608.0
Southland Tales,17000000.0,154.0,374743.0
5ive Girls,3000000.0,19.0,0.0
Heavens Fall,4000000.0,4.0,0.0
Murder Party,190000.0,40.0,0.0
12,4000000.0,54.0,7537453.0
The Mist,18000000.0,1438.0,57096190.0
Enchanted,85000000.0,1512.0,340487652.0
Hitman,24000000.0,982.0,99965753.0
This Christmas,13000000.0,30.0,0.0
P2,8000000.0,162.0,7766240.0
Om Shanti Om,9100000.0,85.0,37707444.0
Awake,86000000.0,403.0,14373825.0
The Golden Compass,180000000.0,1347.0,372234864.0
I Am Legend,150000000.0,4977.0,585349010.0
Alvin and the Chipmunks,60000000.0,1212.0,361366633.0
Margot at the Wedding,10000000.0,74.0,0.0
I'm Not There.,20000000.0,202.0,4001121.0
Wrong Turn 2: Dead End,4000000.0,275.0,0.0
Juno,7500000.0,2313.0,231411584.0
Goodbye Bafana,30000000.0,38.0,0.0
My Blueberry Nights,10000000.0,197.0,21786738.0
Day of the Dead 2: Contagium,9000000.0,13.0,0.0
Return to Sender,7800000.0,13.0,0.0
Redacted,5000000.0,37.0,782102.0
The Treatment,900000.0,4.0,82701.0
Journey from the Fall,1300000.0,1.0,639000.0
The Bucket List,45000000.0,1138.0,175372502.0
Fall from Grace,7000.0,4.0,0.0
The Kite Runner,20000000.0,405.0,73276047.0
Allegro,1500000.0,7.0,0.0
Butterfly on a Wheel,20000000.0,131.0,0.0
The Maidens' Conspiracy,19600000.0,4.0,0.0
Joe and Max,8000000.0,1.0,0.0
Sweeney Todd: The Demon Barber of Fleet Street,50000000.0,1745.0,152000000.0
National Treasure: Book of Secrets,130000000.0,1782.0,457363168.0
There Will Be Blood,25000000.0,1581.0,77208711.0
Charlie Wilson's War,75000000.0,342.0,119000410.0
Aliens vs Predator: Requiem,40000000.0,758.0,41797066.0
Walk Hard: The Dewey Cox Story,35000000.0,214.0,18317151.0
Pledge This!,8300000.0,34.0,0.0
The Great Debaters,15000000.0,153.0,30226144.0
The Water Horse,40000000.0,293.0,103071443.0
P.S. I Love You,30000000.0,1011.0,156835339.0
27 Dresses,30000000.0,1013.0,160259319.0
Santa Claus Conquers the Martians,200000.0,30.0,0.0
Taare Zameen Par,2600000.0,194.0,28430000.0
Dragon Wars: D-War,70000000.0,104.0,53587404.0
[REC],1500000.0,954.0,30448000.0
.45,5000000.0,49.0,0.0
In the Name of the King: A Dungeon Siege Tale,60000000.0,227.0,0.0
Flawless,20000000.0,142.0,6819587.0
Cloverfield,25000000.0,2297.0,170764026.0
The Detonator,15000000.0,30.0,0.0
Trade,12000000.0,69.0,0.0
Cleaner,25000000.0,201.0,0.0
Blonde Ambition,10000000.0,30.0,0.0
Timber Falls,2600000.0,38.0,0.0
"Laugh, Clown, Laugh",293000.0,7.0,0.0
One Missed Call,20000000.0,174.0,0.0
Untraceable,35000000.0,241.0,32483410.0
Rambo,50000000.0,1009.0,113244290.0
Meet the Spartans,30000000.0,370.0,84646831.0
The Eye,12000000.0,284.0,56309766.0
Over Her Dead Body,10000000.0,147.0,0.0
The Signal,50000.0,85.0,249905.0
Hellboy II: The Golden Army,85000000.0,1555.0,160388063.0
In Bruges,15000000.0,1414.0,34533783.0
"Clean, Shaven",68000.0,24.0,0.0
Bamako,2000000.0,9.0,111000.0
Future by Design,250000.0,6.0,0.0
Rise of the Footsoldier,4000000.0,80.0,0.0
Canvas,1500000.0,5.0,0.0
Dark Angel,7000000.0,75.0,9229401.0
Welcome Home Roscoe Jenkins,35000000.0,58.0,43650785.0
Fool's Gold,70000000.0,454.0,111231041.0
U2 3D,15000000.0,10.0,22730842.0
Jumper,85000000.0,1855.0,222231186.0
Vantage Point,40000000.0,731.0,151161491.0
The Spiderwick Chronicles,90000000.0,593.0,162839667.0
Step Up 2: The Streets,23000000.0,658.0,150816700.0
Jodhaa Akbar,8376800.0,74.0,13000000.0
The Other Boleyn Girl,35000000.0,498.0,0.0
"Run, Fatboy, Run",10000000.0,241.0,33000000.0
Taxi to the Dark Side,1000000.0,53.0,274661.0
"10,000 BC",105000000.0,934.0,266000000.0
The Bank Job,20000000.0,708.0,64822796.0
Doomsday,30000000.0,374.0,22211426.0
Horton Hears a Who!,85000000.0,927.0,297138014.0
Funny Games,15000000.0,562.0,7938872.0
Mongol: The Rise of Genghis Khan,18000000.0,165.0,26527510.0
The Love Guru,62000000.0,243.0,41819064.0
Diary of the Dead,2000000.0,194.0,5364858.0
Hallam Foe,8000000.0,51.0,60641.0
Penelope,15000000.0,409.0,0.0
Zeitgeist,7000000.0,173.0,0.0
Jellyfish,1800000.0,10.0,0.0
Justice League: The New Frontier,3500000.0,115.0,5231128.0
What Just Happened,25000000.0,128.0,6673422.0
A Little Trip to Heaven,12000000.0,21.0,0.0
Downhill Racer,16500000.0,24.0,0.0
Saving Sarah Cain,2349352.0,4.0,0.0
Return of the Living Dead 3,2000000.0,88.0,54207.0
Married Life,12000000.0,38.0,0.0
Mala Noche,22500.0,20.0,0.0
The Dark Knight,185000000.0,12269.0,1004558444.0
Made in U.S.A,50000.0,16.0,0.0
Quiet City,2500.0,7.0,15425.0
Black Dawn,16000000.0,21.0,0.0
Never Back Down,20000000.0,511.0,41627431.0
Drillbit Taylor,40000000.0,284.0,0.0
Alatriste,24000000.0,62.0,23321954.0
Joysticks,300000.0,14.0,3952448.0
Spirit Trap,4500000.0,8.0,0.0
21,35000000.0,1406.0,69823199.0
Smart People,7000000.0,74.0,10569964.0
Leatherheads,58000000.0,131.0,41299492.0
Assembly,16000000.0,35.0,34786960.0
Pirates,40000000.0,47.0,1641825.0
Stop-Loss,25000000.0,84.0,11207130.0
Julia,6000000.0,23.0,1300000.0
Inside,3000000.0,152.0,0.0
Nim's Island,37000000.0,341.0,100076342.0
The Ruins,8000000.0,270.0,0.0
Forgetting Sarah Marshall,30000000.0,1194.0,105173115.0
Superhero Movie,35000000.0,394.0,25871834.0
Street Kings,20000000.0,369.0,65569869.0
Harold & Kumar Escape from Guantanamo Bay,12000000.0,508.0,43493123.0
Speed Racer,120000000.0,359.0,93945766.0
The Forbidden Kingdom,55000000.0,476.0,127906624.0
The Life Before Her Eyes,8000000.0,88.0,0.0
Virgin Territory,38000000.0,75.0,5410749.0
Son of Rambow,4000000.0,146.0,6870249.0
Antares,500000.0,15.0,0.0
Deception,25000000.0,200.0,17741298.0
Baby Mama,30000000.0,205.0,63833449.0
The Unknown Woman,8000000.0,49.0,0.0
Expelled: No Intelligence Allowed,3500000.0,33.0,7700000.0
The White Massai,7000000.0,18.0,0.0
Iron Man,140000000.0,8951.0,585174222.0
Made of Honor,40000000.0,410.0,84601681.0
Redbelt,7000000.0,77.0,0.0
"The Bread, My Sweet",600000.0,6.0,1023156.0
Taken,25000000.0,4444.0,226830568.0
Flight of the Red Balloon,3000000.0,15.0,0.0
Stargate: The Ark of Truth,7000000.0,143.0,8900000.0
Meet Bill,5000000.0,89.0,346592.0
An American Crime,2000000.0,165.0,0.0
What Happens in Vegas,35000000.0,949.0,170000000.0
The Chronicles of Narnia: Prince Caspian,225000000.0,1668.0,419651413.0
"War, Inc.",5000000.0,86.0,1296184.0
Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,2558.0,786636033.0
Hey Hey It's Esther Blueburger,6000000.0,4.0,0.0
The Oxford Murders,14100000.0,191.0,0.0
The Grand,5400000.0,22.0,0.0
Sex and the City,65000000.0,525.0,415252786.0
The Strangers,9000000.0,509.0,82391145.0
Savage Grace,4600000.0,60.0,0.0
All the Boys Love Mandy Lane,750000.0,211.0,0.0
Allan Quatermain and the Temple of Skulls,50000.0,11.0,0.0
Kung Fu Panda,130000000.0,3231.0,631744560.0
The Emperor's Naked Army Marches On,222000.0,7.0,0.0
You Don't Mess with the Zohan,90000000.0,1068.0,201596308.0
My Brother Is an Only Child,5000000.0,61.0,6463286.0
Stuck,5000000.0,53.0,0.0
Flesh Gordon,700000.0,28.0,0.0
The Three Musketeers,1500000.0,5.0,0.0
Doctor Who,5000000.0,64.0,42000000.0
The Warlords,40000000.0,83.0,0.0
Spiral,1500000.0,23.0,0.0
The Happening,60000000.0,968.0,163403799.0
The Incredible Hulk,150000000.0,3086.0,163712074.0
The Children of Huang Shi,40000000.0,53.0,7400000.0
WALL·E,180000000.0,6439.0,521311860.0
Wanted,75000000.0,2583.0,258270008.0
Hancock,150000000.0,3050.0,624029371.0
Boy Culture,500000.0,30.0,220151.0
Get Smart,80000000.0,1072.0,230685453.0
Young People Fucking,1500000.0,73.0,0.0
The Penalty,89000.0,11.0,0.0
West of Zanzibar,259000.0,5.0,921000.0
The Unholy Three,103000.0,11.0,704000.0
London After Midnight,152000.0,8.0,0.0
The Klansman,5000000.0,7.0,0.0
The Wackness,6000000.0,95.0,2899975.0
Dante 01,8000000.0,39.0,0.0
Mamma Mia!,52000000.0,1435.0,609841637.0
Welcome to the Sticks,11000000.0,638.0,53191886.0
Dark Floors,4300000.0,50.0,0.0
Katyn,5200000.0,50.0,14723313.0
Journey to the Center of the Earth,45000000.0,1353.0,101702060.0
Meet Dave,60000000.0,381.0,50650079.0
Death Defying Acts,20000000.0,59.0,8380329.0
Next Door,2400000.0,42.0,0.0
Death Note,20000000.0,163.0,27793200.0
Transsiberian,15000000.0,197.0,5926410.0
Space Chimps,37000000.0,102.0,63800345.0
The Last Mistress,6500000.0,15.0,0.0
Stargate: Continuum,7000000.0,151.0,0.0
Watchmen,130000000.0,2892.0,185258983.0
Watching the Detectives,2000000.0,17.0,0.0
Felon,2900000.0,239.0,0.0
Step Brothers,65000000.0,1084.0,128107642.0
Brideshead Revisited,20000000.0,55.0,13204291.0
The X Files: I Want to Believe,30000000.0,534.0,68369434.0
American Teen,5000000.0,16.0,0.0
Hogfather,9364800.0,41.0,0.0
Pathology,8000000.0,147.0,0.0
The Tracey Fragments,700000.0,36.0,31576.0
The Mummy: Tomb of the Dragon Emperor,145000000.0,1418.0,401128639.0
Swing Vote,21000000.0,66.0,17600000.0
The Midnight Meat Train,15000000.0,294.0,3533227.0
Bottle Shock,5000000.0,60.0,4040588.0
Vicky Cristina Barcelona,15000000.0,1050.0,96408652.0
Batman: Gotham Knight,3500000.0,171.0,0.0
Eve and the Fire Horse,1500000.0,2.0,0.0
A Moment to Remember,4200000.0,75.0,0.0
Year of the Gun,1182273.0,9.0,0.0
The Walker,10000000.0,26.0,0.0
Pineapple Express,27000000.0,1169.0,101624843.0
Red Cliff,80341000.0,207.0,127814609.0
The Sisterhood of the Traveling Pants 2,27000000.0,244.0,44352417.0
Elegy,13000000.0,73.0,14894347.0
The Good Humor Man,1000000.0,2.0,0.0
Tropic Thunder,92000000.0,1707.0,188072649.0
Star Wars: The Clone Wars,8500000.0,434.0,68282844.0
Mutant Chronicles,8000000.0,142.0,2033165.0
Waltz with Bashir,2000000.0,294.0,11125849.0
Let the Right One In,4000000.0,997.0,10785801.0
Death Race,45000000.0,1205.0,73762516.0
The House Bunny,25000000.0,548.0,70442940.0
The Rocker,15000000.0,159.0,8762890.0
Mirrors,35000000.0,494.0,72436439.0
Fly Me to the Moon,25000000.0,46.0,0.0
Sukiyaki Western Django,3800000.0,79.0,2725258.0
Burn After Reading,37000000.0,1251.0,163720069.0
Disaster Movie,25000000.0,250.0,14109284.0
Babylon A.D.,70000000.0,687.0,72108608.0
Traitor,22000000.0,210.0,23530831.0
College,7000000.0,48.0,6230276.0
The Women,16000000.0,96.0,50007546.0
The Mother of Tears,3500000.0,135.0,54947.0
The Spirit,60000000.0,323.0,39031337.0
The Burning Plain,20000000.0,104.0,0.0
Bangkok Dangerous,45000000.0,336.0,42487390.0
Everybody Wants to Be Italian,1100000.0,7.0,0.0
Flash Point,8000000.0,70.0,0.0
The Subtenant,1300000.0,11.0,0.0
The Foot Fist Way,79000.0,35.0,245000.0
Altered,8000000.0,61.0,0.0
Righteous Kill,60000000.0,382.0,73174566.0
Lakeview Terrace,20000000.0,294.0,27640028.0
To Rob a Thief,4002313.0,4.0,6.0
100 Feet,10000000.0,96.0,0.0
Boot Camp,14000000.0,66.0,0.0
Appaloosa,20000000.0,305.0,20211394.0
Miracle at St. Anna,45000000.0,90.0,9323833.0
Eagle Eye,80000000.0,1038.0,178066569.0
How to Lose Friends & Alienate People,27000000.0,247.0,17286299.0
Six Shooter,200000.0,42.0,0.0
Nick and Norah's Infinite Playlist,9000000.0,387.0,32973937.0
Martyrs,6500000.0,581.0,0.0
Red,2500000.0,51.0,0.0
Alone in the Dark 2,4600000.0,23.0,0.0
"The Tulse Luper Suitcases, Part 1: The Moab Story",10000000.0,5.0,25800.0
Body of Lies,70000000.0,919.0,113280098.0
City of Ember,55000000.0,614.0,17869048.0
"20,000 Leagues Under the Sea",200000.0,7.0,8000000.0
Max Payne,35000000.0,625.0,85416905.0
Zack and Miri Make a Porno,24000000.0,734.0,42105111.0
W.,25100000.0,144.0,29506464.0
My Best Friend's Girl,20000000.0,223.0,36620508.0
"Synecdoche, New York",21000000.0,286.0,0.0
The Secret Life of Bees,11000000.0,159.0,38105395.0
An American Carol,20000000.0,20.0,7000000.0
The Wave,7500000.0,870.0,19000000.0
"Angus, Thongs and Perfect Snogging",1.0,231.0,0.0
The Flight Before Christmas,6100000.0,28.0,0.0
Quarantine,12000000.0,343.0,40855419.0
Pride and Glory,30000000.0,243.0,31148328.0
The Express,40000000.0,71.0,9793496.0
RockNRolla,18000000.0,851.0,25739015.0
Madagascar: Escape 2 Africa,150000000.0,1866.0,603900354.0
Admiral,2000000.0,41.0,38135878.0
Blindness,25000000.0,393.0,19844979.0
Changeling,55000000.0,1151.0,113020255.0
The Road,32000000.0,1113.0,27635305.0
Slumdog Millionaire,15000000.0,2918.0,377910544.0
Quantum of Solace,200000000.0,3015.0,586090727.0
Role Models,28000000.0,575.0,92380927.0
Chaotic Ana,6500000.0,19.0,0.0
JCVD,6000000.0,155.0,276891.0
Krabat and the Legend of the Satanic Mill,8000000.0,63.0,0.0
Saw V,10800000.0,848.0,113857533.0
Sex Drive,19000000.0,348.0,18755936.0
While She Was Out,6000000.0,36.0,391410.0
Beverly Hills Chihuahua,20000000.0,217.0,149281606.0
Purple Violets,4000000.0,9.0,0.0
Ring of Darkness,750000.0,2.0,0.0
Australia,130000000.0,712.0,49554002.0
Bolt,150000000.0,1798.0,309979994.0
Milk,20000000.0,628.0,54586584.0
Twilight,37000000.0,3688.0,392616625.0
Transporter 3,30000000.0,1110.0,108979549.0
Four Christmases,80000000.0,337.0,163733697.0
The Boy in the Striped Pyjamas,12500000.0,1492.0,20416563.0
Surveillance,3500000.0,111.0,1115493.0
Fireproof,500000.0,100.0,33456317.0
Igor,25000000.0,154.0,30000000.0
Cadillac Records,12000000.0,89.0,0.0
Punisher: War Zone,20500000.0,298.0,10089373.0
Shrek the Halls,60000000.0,179.0,0.0
The Day the Earth Stood Still,80000000.0,1057.0,233093859.0
Che: Part One,30000000.0,209.0,0.0
Che: Part Two,40000000.0,155.0,0.0
Starship Troopers 3: Marauder,9000000.0,154.0,0.0
Doubt,20000000.0,445.0,50907234.0
Cyborg She,8500000.0,32.0,0.0
Gran Torino,33000000.0,3181.0,269958228.0
The Reader,32000000.0,835.0,113019290.0
Delgo,40000000.0,15.0,0.0
Seven Pounds,55000000.0,2092.0,168167691.0
The Wrestler,6000000.0,1031.0,44703995.0
The Curious Case of Benjamin Button,150000000.0,3398.0,333932083.0
Yes Man,70000000.0,1869.0,225990978.0
Valkyrie,75000000.0,1195.0,200276000.0
5 Centimeters per Second,5000000.0,403.0,0.0
H.G. Wells' War of the Worlds,1000000.0,10.0,0.0
Impulse,2000000.0,12.0,0.0
Ben X,1500000.0,90.0,0.0
Bedtime Stories,80000000.0,924.0,212874442.0
Choke,3000000.0,128.0,3830137.0
Revolutionary Road,35000000.0,824.0,75225693.0
Blackadder Back & Forth,4250000.0,54.0,0.0
Loft,4185000.0,71.0,0.0
"Surfer, Dude",6000000.0,25.0,69497.0
Nobel Son,4000000.0,29.0,333912.0
Wild Child,20000000.0,421.0,21972336.0
Defiance,32000000.0,580.0,51155219.0
Marley & Me,60000000.0,1392.0,244082376.0
Ponyo,41677699.0,953.0,187479518.0
Wendy and Lucy,200000.0,65.0,0.0
Ip Man,11715578.0,1309.0,21888598.0
Replicant,17000000.0,93.0,0.0
Passengers,25000000.0,214.0,2000000.0
The Tale of Despereaux,60000000.0,260.0,50877145.0
Bride Wars,30000000.0,884.0,114663461.0
My Bloody Valentine,15000000.0,303.0,100734718.0
Battle in Seattle,8000000.0,75.0,908847.0
Timecrimes,2600000.0,313.0,553198.0
Fire and Ice: The Dragon Chronicles,3000000.0,22.0,0.0
Underworld: Rise of the Lycans,35000000.0,1447.0,91353501.0
Inkheart,60000000.0,610.0,57490374.0
The Lazarus Project,9750000.0,116.0,558000.0
Paul Blart: Mall Cop,26000000.0,807.0,183293131.0
The Unborn,16000000.0,373.0,76514050.0
Blue,112.0,2.0,0.0
Outlander,50000000.0,354.0,7033683.0
The Great Ecstasy of Woodcarver Steiner,22500.0,16.0,0.0
Go Go Tales,4000000.0,14.0,907456.0
The Grudge 3,5000000.0,150.0,38610009.0
Coraline,60000000.0,1432.0,124596398.0
Push,38000000.0,671.0,45465299.0
The International,50000000.0,373.0,60161391.0
Two Lovers,12000000.0,157.0,3148182.0
He's Just Not That Into You,40000000.0,988.0,177259441.0
Husbands,1000000.0,16.0,0.0
Hotel for Dogs,35000000.0,205.0,73034460.0
Frontier(s),3000000.0,186.0,0.0
The Last Movie,1000000.0,4.0,0.0
Trancers,400000.0,42.0,0.0
My Name Is Bruce,1500000.0,107.0,173066.0
Robinson in Space,700000.0,2.0,0.0
Funny People,75000000.0,398.0,61458982.0
Against the Dark,9000000.0,42.0,0.0
Nuremberg,24000000.0,23.0,0.0
Pistol Whipped,10000000.0,26.0,0.0
Flight of Fury,12000000.0,24.0,0.0
Street Fighter: The Legend of Chun-Li,50000000.0,113.0,12764201.0
Urban Justice,12000000.0,34.0,0.0
Away We Go,17000000.0,189.0,14899417.0
Thick as Thieves,25000000.0,223.0,0.0
Il Divo,7275000.0,166.0,11260366.0
Paris,19000000.0,79.0,23550000.0
Adrift in Manhattan,4000000.0,5.0,0.0
Friday the 13th,19000000.0,566.0,91379051.0
"The Good, The Bad, The Weird",10000000.0,196.0,0.0
Far Cry,30000000.0,73.0,0.0
The English Surgeon,350000.0,7.0,0.0
The Rebel,1500000.0,10.0,0.0
Everlasting Moments,70000000.0,16.0,0.0
Expecting Love,3.0,2.0,0.0
Rock-A-Doodle,18000000.0,46.0,11657385.0
Dr. Horrible's Sing-Along Blog,200000.0,236.0,3.0
Joshua Tree,9000000.0,33.0,0.0
Day of the Dead,18000000.0,107.0,0.0
"I Love You, Man",41000000.0,531.0,91636986.0
Duplicity,78146652.0,203.0,60000000.0
Knowing,50000000.0,1528.0,155446362.0
Ong Bak 2,8500000.0,156.0,8936663.0
The Girl with the Dragon Tattoo,13000000.0,1020.0,104345682.0
Sunshine Cleaning,5000000.0,256.0,16174377.0
Submerged,15000000.0,32.0,0.0
After Sex,825000.0,54.0,0.0
Monsters vs Aliens,175000000.0,1464.0,381509870.0
California Dreamin',1600000.0,15.0,0.0
The Baader Meinhof Complex,27000000.0,157.0,0.0
Nothing But the Truth,11500000.0,134.0,186702.0
Star of Midnight,280.0,3.0,831.0
Adventureland,9500000.0,748.0,17164377.0
Confessions of a Shopaholic,40000000.0,787.0,108332743.0
The Land of Happiness,400000.0,0.0,0.0
Dragonball Evolution,100000000.0,475.0,0.0
Porgy and Bess,7000000.0,6.0,0.0
Broken,810000.0,15.0,0.0
Fast & Furious,85000000.0,2426.0,363164265.0
The Boat That Rocked,50000000.0,678.0,36348784.0
17 Again,20000000.0,1388.0,136267476.0
Inglourious Basterds,70000000.0,6598.0,319131050.0
State of Play,60000000.0,489.0,87784194.0
The Damned United,10000000.0,156.0,0.0
Crank: High Voltage,20000000.0,878.0,34560577.0
Moon,5000000.0,1831.0,9760104.0
Aamir,364000.0,12.0,0.0
Mammoth,10000000.0,41.0,0.0
The Young Victoria,35000000.0,330.0,27409889.0
The Informers,18000000.0,60.0,382174.0
X-Men Origins: Wolverine,150000000.0,4086.0,373062864.0
The Girlfriend Experience,1700000.0,83.0,1007962.0
Star Trek,150000000.0,4574.0,385680446.0
Happy Campers,15000000.0,10.0,0.0
Lymelife,1500000.0,43.0,0.0
XIII,21000000.0,43.0,0.0
Red Cliff Part II,80000000.0,110.0,121059225.0
S. Darko,4000000.0,124.0,4100000.0
Earth,15000000.0,136.0,109000000.0
Crossing Over,25000000.0,95.0,1037335.0
Angels & Demons,150000000.0,2183.0,356613439.0
Incendiary,10000000.0,55.0,0.0
Terminator Salvation,200000000.0,2496.0,371353001.0
Night at the Museum: Battle of the Smithsonian,150000000.0,2026.0,413106170.0
The Brothers Bloom,20000000.0,206.0,5530764.0
The Soloist,60000000.0,237.0,31720158.0
The Last House on the Left,15000000.0,449.0,32721635.0
Drag Me to Hell,30000000.0,995.0,90810892.0
Up,175000000.0,7048.0,735099082.0
OSS 117: Lost in Rio,31165200.0,306.0,0.0
Fired Up!,20000000.0,194.0,18599102.0
Trojan War,15000000.0,25.0,0.0
Without a Paddle: Nature's Calling,6300000.0,18.0,0.0
The Hangover,35000000.0,6324.0,459270619.0
Antichrist,11000000.0,687.0,791867.0
Billu,5750000.0,27.0,10000000.0
Blind Husbands,42.0,3.0,0.0
Special,1000000.0,32.0,7202.0
New in Town,8000000.0,99.0,29010817.0
Salaam Namaste,2500000.0,21.0,0.0
Dead Snow,800000.0,313.0,1984662.0
Land of the Lost,100000000.0,387.0,68688831.0
Imagine That,55000000.0,134.0,0.0
The Taking of Pelham 1 2 3,100000000.0,971.0,150166126.0
Flame & Citron,6500000.0,68.0,0.0
Chain Reaction,1066480.0,9.0,0.0
The Proposal,40000000.0,1858.0,317375031.0
The Crawling Hand,100000.0,7.0,0.0
